title,link,text,is_fake
В Белгородскую область направят дополнительные подразделения ВС РФ из соседних регионов,https://lapsha.media/feiky/belgorod-oblast-perebroska-vojsk/,"В Белгородскую область якобы будут направлены военнослужащие ВС РФ из близлежащих регионов из-за «непростой ситуации в приграничье». Подписан документ об их обеспечении, «заявил» в видеообращении губернатор области Вячеслав Гладков. ",1
В России хотят ввести локдаун из-за ОРВИ,https://lapsha.media/feiky/lockdown-v-rossii/,В Сети россиян пугают новым локдауном. Якобы Госдума рассматривает такую возможность из-за острой вспышки ОРВИ. ,1
В школах Бурятии проведут акцию с постановочным расстрелом «врагов народа»,https://lapsha.media/feiky/shkoly-burjatija-akcija-s-rassterlom/,"На почты бурятских школ приходит сомнительная рассылка об акции «Стоп-экстремизм», якобы от регионального отделения партии власти. В сопроводительных документах указывается, что педагогам нужно провести театрализованное представление с расстрелом «врагов народа». Мишени прилагаются. ",1
Группу «Сектор Газа» запретят в России,https://lapsha.media/feiky/zapret-gruppa-sektor-gaza/,"В России собираются запретить группу «Сектор Газа» и удалить их треки со стриминговых сервисов, предупреждают в соцсетях. Якобы в комитете Госдумы по вопросам семьи уже готовят обращение в Роскомнадзор. ",1
Фейки,https://lapsha.media/feiky/page/594/,,1
Новая iOS 26 «убивает» батарею и производительность iPhone,https://lapsha.media/feiky/ios-26-iphone-ubijca/,"В Сети пугают предупреждением от Apple, якобы новое обновление может «убить» аккумулятор iPhone. iOS 26 заставляет смартфон греться, тормозить и быстрее разряжаться. ",1
Просвечивание в аэропорту вредно для здоровья,https://lapsha.media/feiky/aeroport-proverka-vred/,"В соцсетях пишут, что просвечивание в интроскопах, которые обычно ставятся на автовокзалах, в метро и аэропортах, вредно. Также некоторые россияне убеждены, что просвеченные вода и еда опасны для жизни. Так ли это,разбираемся в совместном проектеНИУ ВШЭ и АНО «Диалог Регионы» по проверке достоверности информации в рамках фактчекинговой платформы «Лапша Медиа». Один из пользователей соцсетей замечает:",1
,https://lapsha.media/feiky/kemerovo-oblast-finansirovanie/,,1
Китайские системы ПВО сбили метеорит,https://lapsha.media/feiky/kitaj-pvo-sbila-meteorit/,"В соцсетях и мессенджерах, а также на некоторых телеканалах появилось видео боевых учений в Китае. В комментариях к ролику утверждается: в КНР создаётся полноценная система защиты от метеоритов и астероидов, а на самом видео как раз продемонстрирован успешный опыт противодействия вторжению из космоса. ",1
В России малые народы лишают родного языка,https://lapsha.media/feiky/diskriminacija-jazykov-malyh-narodov/,"Российские власти якобы лишают малые народы в РФ национального языка, исключая предметы «Родной язык» и «Родная литература» из школьной программы. Об этом пишут украинские СМИ. ",1
«Транснефть» ограничит прием нефти у производителей из-за атак украинских БПЛА,https://lapsha.media/feiky/transneft-ataki-bpla/,«Транснефть» якобы вынуждена ограничить прием нефти у производителей после атак украинских беспилотников по ее инфраструктуре. Об этом пишут в Сети со ссылкой на агентство Reuters. ,1
Во время учений «Запад-2025» растет число преступлений против половой неприкосновенности детей,https://lapsha.media/feiky/zapad-2025-deti-prestuplenija/,В Сети появился дипфейк с заместителем начальника ГУПК МВД Белоруссии Александром Рингевичем. В ролике цифровой двойник якобы предупреждает о тенденции к росту числа преступлений против половой неприкосновенности детей во время учений «Запад-2025». ,1
Белгородский губернатор распорядился перенести центр управления регионом в Воронежскую область,https://lapsha.media/feiky/belgorod-oblast-perenos-cur/,Злоумышленники создали дипфейк с губернатором Белгородской области Вячеславом Гладковым. В ролике политик якобы сообщает о своем решении перенести центр управления из региона в Воронежскую область на фоне оперативной обстановки. Это очередная дипфейк-провокация ЦИПсО. Фальшивый ролик выявила система «Зефир»*. Нейросеть выдает также мелькание кадра.,1
Фейки,https://lapsha.media/feiky/page/7/,,1
Губернатор Алтайского края присоединился к протестному движению,https://lapsha.media/feiky/altaj-gubernator-protiv-svo/,Провокаторы создали дипфейк с губернатором Алтайского края Виктором Томенко. В видео злоумышленники «записали» главу региона в участники комитета «Нет войне». Генерацию подтвердила система «Зефир»*. Выдает вмешательство ИИ также мелькание кадра при артикуляции.,1
В Краснодарском крае ввели ограничения на продажу топлива,https://lapsha.media/feiky/krasnodar-benzin-ogranichenija/,В Сети распространяют снимок распоряжения губернатора Краснодарского края Вениамина Кондратьева. Якобы с 15 сентября ограничат отпуск топлива на всех газозаправочных станциях в регионе из-за проблем на топливном рынке. ,1
Фейки,https://lapsha.media/feiky/page/8/,,1
В Курске на участке №24 избирателям раздавали термосы с агитацией в поддержку Александра Хинштейна,https://lapsha.media/feiky/kursk-vybory-termosy/,В Курске на участке №24 избирателям якобы выдавали термосы с агитацией за врио главы Курской области Александра Хинштейна. Об этом пишут во многочисленных чатах и оппозиционных тг-каналах. ,1
Жители Коми не могут проголосовать дистанционно из-за проблем в работе ДЭГ,https://lapsha.media/feiky/komi-problemy-deg/,Жители Коми якобы лишены возможности голосовать удаленно из-за нестабильной работы дистанционного электронного голосования (ДЭГ). Об этом сообщил один из республиканских депутатов в своем тг-канале. ,1
В России введут четырехдневную рабочую неделю с сохранением зарплаты,https://lapsha.media/feiky/chetyrjechdnevka/,"В соцсетях ложно радуют россиян новостью о четырехдневной рабочей неделе с сохранением зарплаты, которую якобы пообещали в Госдуме. Утверждается, что инициатива плодотворно скажется на сохранении семьи и улучшит здоровье граждан. ",1
Глава Башкирии выразил недовольство в связи с повышением плана по контрактникам в регионе,https://lapsha.media/feiky/khabirov-nedovolstvo-kontratniki-svo-plan/,"В Сети расходится видео с главой Республики Башкортостан Радием Хабировым, в котором говорится о повышении плана по количеству контрактников для отправки на СВО. Утверждается, что соседним регионам на Урале соответствующий норматив якобы был снижен. Перед нами провокация ЦИПсО. Ролик — продукт нейросетей. Генерацию выдает неестественность интонации и мимики, а также отсутствие звука эха, характерного для выступлений в больших залах.",1
С 1 ноября водителей без ОСАГО начнут автоматически штрафовать по дорожным камерам,https://lapsha.media/feiky/shtraf-osago-kamery/,"В Сети начали пугать новым штрафом: с 1 ноября водителей без полиса ОСАГО будут выявлять автоматически по камерам. Якобы штраф составит 800 рублей, а за повторное нарушение уже пять тысяч. ",1
В Брянской области на избирательных участках дают ручки с исчезающими чернилами,https://lapsha.media/feiky/brjansk-oblast-vybory-ruchki/,"В Сети вирусится видео, в котором говорится, что в Брянской области на избирательных участках дают ручки с исчезающими чернилами. ",1
Президент России объявил о начале новой мобилизации,https://lapsha.media/feiky/putin-objavil-mobilizaciju/,"В Сети распространяют видео с обращением президента, в котором он сообщает о начале частичной мобилизации. Якобы она начнется уже 20 сентября. В действительности фейкоделы взяли фрагмент старого обращения российского лидера от сентября 2022 года и пытались выдать его за актуальное, добавив надпись «Мобилизация 20.09.2025».",1
В больницах Брянской области раздают воду в обмен на голос за действующего губернатора,https://lapsha.media/feiky/brjansk-oblast-bolnicy-agitacija/,В хирургическом отделении для лежачих больных больницы №1 Брянска якобы раздают брендированную воду в обмен на голос за действующего губернатора. Об этом со ссылкой на главврача больницы пишет один из оппозиционных каналов. ,1
В Свердловской области объявили режим «Беспилотная опасность»,https://lapsha.media/feiky/sverdlovsk-oblast-bespilotniki/,"В Сети пишут, что в Свердловской области объявили режим «Беспилотная опасность», возможны ограничения мобильной связи. Но это не так. ",1
Брянским пенсионерам выдают уже заполненные бюллетени,https://lapsha.media/feiky/brjanskim-pensioneram-vydajut-uzhe-zapolnennye-bjulleteni/,"В оппозиционных телеграм-каналах расходится вброс, якобы пожилым постояльцам дома-интерната в Брянске выдают уже заполненные бюллетени, с галочками напротив «правильного» кандидата. К постам прилагается соответствующее фото. ",1
Агитацию за врио главы Курской области разместили на стенде выпускников школы №1 в Курске,https://lapsha.media/feiky/kursk-oblast-vybory-agitacija-khinstejn-doska/,На стенде выпускников школы №1 в Курске якобы разместили агитационный плакат за врио губернатора Курской области Александра Хинштейна. Оппозиционные тг-каналы делятся снимком в Сети. ,1
Председатель Севгоризбиркома на своем тг-канале призывает зарегистрироваться на сайте и в боте для голосования без очередей,https://lapsha.media/feiky/sevastopol-telegram-vybory-bez-ocheredey/,В Севастополе мошенники продолжают продвигать фейковые тг-каналы для «предварительной регистрации» на выборах. На этот раз свой канал якобы создала председатель Севгоризибркома. ,1
Врио главы Курской области проголосовал за себя дважды,https://lapsha.media/feiky/khinstein-golosoval-dvazhdy/,"В тг-каналах появился фейк, что врио губернатора Курской области Александр Хинштейн якобы дважды проголосовал сам за себя. Один раз — в Москве, второй — в Курске. ",1
Избирателей Курской области на участках агитируют и призывают установить мессенджер MAX,https://lapsha.media/feiky/izbiratelej-kurskoj-oblasti-na-uchastkah-agitirujut-i-prizyvajut-ustanovit-messendzher-max/,На двери одного из УИКов в Курской области якобы присутствует реклама мессенджера MAX и агитация за действующего врио региона Александра Хинштейна. Соответствующий снимок расходится по чатам. Однако перед нами банальный фотошоп и провокация. Снимок был доработан в фоторедакторе. Оригинальное объявление на двери не содержит упоминания мессенджера или имени врио главы Курской области. На нем представлен только режим работы избиркома.,1
В Курской области выдают уже заполненные бюллетени,https://lapsha.media/feiky/kursk-oblast-zapolnennye-bjulleteni/,"В Сети пишут, что в Курской области избирателям выдают уже заранее заполненные бюллетени с отданным голосов за «нужного кандидата». ",1
Фейки,https://lapsha.media/feiky/page/9/,,1
В Коми печатают стенды с главой региона Ростиславом Гольдштейном еще до окончания выборов,https://lapsha.media/feiky/goldshtein-plakaty-pobeda-komi/,"Оппозиционные каналы сообщают, что в Республике Коми начали печатать школьные стенды, на которых Врио главы Ростислав Гольдштейн изображен в качестве главы региона, еще до окончания выборов. ",1
В одном из сел Свердловской области зафиксирована явка в 163%,https://lapsha.media/feiky/sverdlovsk-oblast-javka-vybory-163-procenta/,"В селе Таборы Свердловской области якобы зафиксирована аномальная явка в 163%, пишут оппозиционные телеграм-каналы. Утверждается, что такие противоречащие логике показатели говорят о фальсификации. ",1
Россиян предупредили о схеме с покупкой продуктов для пожилых людей,https://lapsha.media/feiky/podrabotka-uhod-stariki/,"Мошенники обманывают россиян на схеме с покупкой продуктов для пожилых людей, предупредило УБК МВД России. Злоумышленники находят людей на сайтах по поиску работы и предлагают вакансию помощника для пожилого человека, в число обязанностей входит регулярная покупка продуктов. После обсуждения необходимых товаров, жертва получает фейковое сообщение о зачислении большой суммы денег.",1
В Ленинградской области временно приостановлена работа нефтеналивного порта,https://lapsha.media/feiky/leningrad-oblast-udar-bpla-port/,"В Сеть выложили дипфейк губернатора Ленинградской области Александра Дрозденко. В видео он заявляет об атаке на регион БПЛА ВСУ, которая якобы привела к возгоранию зоны хранения нефтепродуктов в порту Приморск. Из-за чего его работа временно приостановлена. Губернатор региона не записывал подобных обращений. Видео — дипфейк, это подтвердила система «Зефир»*.",1
Губернатор Севастополя тайно агитировал в день голосования,https://lapsha.media/feiky/gubernator-razvozhaev-agitacija/,"В Telegram появился поддельный чат, оформленный под тг-канал, с агитацией от лица действующего губернатора Севастополя Михаила Развожаева. В постах избирателям даже гарантируют выигрыш в лотерею, что де-факто является подкупом. Это провокация украинских ЦИПсО. Ложный ресурс был создан недавно, 10 сентября, и мимикрирует под оригинальный канал политика, а адрес отличается всего одной буквой: W вместо V.",1
Фейки,https://lapsha.media/feiky/page/10/,,1
"Пенсионерам Дагестана, Ивановской и Омской областей рекомендуют отказаться от социальных доплат",https://lapsha.media/feiky/dagestan-pensionery-socdoplaty/,"В Сети появились указы главы Дагестана Сергея Меликова, губернаторов Ивановской области Станислава Воскресенского и Омской области Виталия Хоценко, рекомендующие пенсионерам, чей общий доход ниже прожиточного минимума, добровольно отказаться от доплат. А сэкономленные деньги перевести в виде пожертвований на счет программы «Народный дрон». ",1
Губернатор Севастополя сообщил о «знаках внимания» для проголосовавших за него избирателей,https://lapsha.media/feiky/gubernator-sevastopol-vybory-obeschanija/,"Злоумышленники создали очередной дипфейк с действующим губернатором Севастополя Михаилом Развожаевым. В ролике цифровой двойник политика агитирует за себя и намекает на подарки, которые получит каждый проголосовавший за него. Презенты называются «знаками внимания». Однако это провокация. Вмешательство нейросетей подтвердила система «Зефир»*. Генерацию также выдает мерцание кадра, неестественность голоса и мимики нижней трети лица.",1
В Краснодарском крае обнаружили вброс бюллетеней,https://lapsha.media/feiky/krasnodar-vybory-vbros/,В Краснодарском крае на участке №2907 в Лабинске якобы были вброшены бюллетени еще до открытия участка. Документ с «подтверждением» опубликовал один из кандидатов в губернаторы. ,1
Больницы Брестской области закрываются для обслуживания военных,https://lapsha.media/feiky/brest-oblast-bolnicy-nastuplenie/,"Главврачам районных больниц Брестской области начали приходить поддельные письма, сообщающие, что стационары в Пинском, Столинском, Лунинецком, Ивацевичском и Ганцевичском районах закрываются. Учреждениям здравоохранения Бреста теперь надо быть готовыми к приёму раненых военнослужащих Беларуси и России, местное население должно обращаться в другие медцентры. ",1
Школьникам Курской области раздают агитационные листки с расписанием занятий,https://lapsha.media/feiky/kursk-oblast-agitlistki-shkolnikam/,"В соцсетях расходится фото сомнительного листка с расписанием занятий, которое якобы раздавали ученикам школы №17 в Курске в день голосования. На бумаге изображен действующий врио губернатора Александр Хинштейн, что по сути является нарушением и агитацией в учебном заведении. ",1
Сеть магазинов «Армия России» закрывается,https://lapsha.media/feiky/set-magazinov-armija-rossii-zakryvaetsja/,"В Сети пишут, что все 35 магазинов «Армия России» закрываются. Причина — нерентабельность сети. ",1
Президент пригрозил уволить главу ЦБ,https://lapsha.media/feiky/prezident-prigrozil-uvolit-glavu-cb/,"В Tik Tok появилось видео, где председатель правления Сбера Герман Греф якобы заявляет, что Владимир Путин на ВЭФ пригрозил уволить главу Банка России Эльвиру Набиуллину, если она не понизит ключевую ставку. Так ли это,разбираемся в совместном проектеНИУ ВШЭ и АНО «Диалог Регионы» по проверке достоверности информации в рамках фактчекинговой платформы «Лапша Медиа». На самом деле президент заявлял ровно обратное: он отметил, что положительно оценивает работу главы ЦБ Эльвиры Набиуллиной, и регулятор вовремя начал снижать ставку. При этом он отверг опасения о переохлаждении экономики, пояснив, что резко снижать ставку нельзя — тогда цены будут расти. ЦБ борется с инфляцией и пытается вернуться к известным и нужным показателям — не более 4-5%, отметил президент. Стагнации в экономике России нет, подчеркнул он, необходимо обеспечить ее мягкую спокойную посадку. Ничего хорошего с экономикой не будет, если инфляция начнет захлестывать.",1
Cпецназ «Ахмат» будет охранять избирательные участки в Курской области,https://lapsha.media/feiky/specnaz-akhmat-kursk-oblast-vybory/,"В тг-каналах появился фейк, что избирательные участки в Курской области будут охраняться спецназом «Ахмат». ",1
В Санкт-Петербурге обязали удерживать 5% из зарплат педагогов,https://lapsha.media/feiky/sankt-peterburg-uchitelja-uderzhanie-zp/,В учебные заведения Санкт-Петербурга рассылают фейковый приказ городского Комитета по образованию. Якобы из зарплат работников образовательных организаций с 5 сентября должны удерживать 5% для «специальных нужд». ,1
Глава Карачаево-Черкесии поддержал движение «Нет войне»,https://lapsha.media/feiky/glava-karachaevo-cherkesii-protiv-svo/,За протестное движение «Нет войне» якобы выступил глава Карачаево-Черкесии Рашид Темрезов. Дипфейк с его заявлением о присоединении к соответствующему комитету появился в Сети. ,1
Воздушные атаки на Белгород будут усиливаться в преддверии наступления ВСУ,https://lapsha.media/feiky/gladkov-nastuplenie-vsu-na-belgorod/,"Авиаудары по Белгороду усилятся, а ВСУ готовят полномасштабное наступление на город, сообщают губернатор Белгородской области Вячеслав Гладков и мэр Белгорода Валентин Демидов. Видеозаписи с такими заявлениями политиков активно раскидывают в предложки пабликов.",1
Фейки,https://lapsha.media/feiky/page/11/,,1
В России мальчик научился обращаться с автоматом из-за ненависти к гражданам Украины,https://lapsha.media/feiky/v-rossii-malchik-nauchilsja-obrashhatsja-s-avtomatom-iz-za-nenavisti-k-grazhdanam-ukrainy/,"В Сети продвигают фейковый видеосюжет с мальчиком, который якобы научился обращаться с автоматом из ненависти к украинцам — «представил и руки сами стали все делать». ",1
